rss,cr,x,y,method,r,n
3.0,all,radial_expansion_proxy_midlat_mean,bmag_mean,spearman,-0.16159321200634177,214
3.0,all,radial_expansion_proxy_midlat_mean,bmag_mean,pearson,-0.1099074731046674,214
3.0,all,radial_expansion_proxy_midlat_mean,density_mean,spearman,-0.14681254228260238,214
3.0,all,radial_expansion_proxy_midlat_mean,density_mean,pearson,-0.09594528286843755,214
3.0,all,radial_expansion_proxy_midlat_mean,pdyn_mean,spearman,-0.14950638409898645,214
3.0,all,radial_expansion_proxy_midlat_mean,pdyn_mean,pearson,-0.04454323517928113,214
3.0,all,radial_expansion_proxy_midlat_mean,ma_mean,spearman,0.09266019940551809,214
3.0,all,radial_expansion_proxy_midlat_mean,ma_mean,pearson,0.08635489649896895,214
3.0,all,radial_expansion_proxy_global_mean,speed_mean,spearman,0.12691924926238404,214
3.0,all,radial_expansion_proxy_global_mean,speed_mean,pearson,0.061174844584843804,214
3.0,all,radial_expansion_proxy_global_mean,bmag_mean,spearman,-0.1763205721721852,214
3.0,all,radial_expansion_proxy_global_mean,bmag_mean,pearson,-0.09372641699269887,214
3.0,all,radial_expansion_proxy_global_mean,density_mean,spearman,-0.12941889546363158,214
3.0,all,radial_expansion_proxy_global_mean,density_mean,pearson,-0.06776495375912711,214
3.0,all,radial_expansion_proxy_global_mean,pdyn_mean,spearman,-0.09694830578778037,214
3.0,all,radial_expansion_proxy_global_mean,pdyn_mean,pearson,0.017662033399274198,214
3.0,all,radial_expansion_proxy_global_mean,ma_mean,spearman,0.13932366203305468,214
3.0,all,radial_expansion_proxy_global_mean,ma_mean,pearson,0.1147760943169425,214
3.0,2281,expansion_speed_proxy_equator_mean,speed_mean,spearman,-0.20180180180180182,36
3.0,2281,expansion_speed_proxy_equator_mean,bmag_mean,spearman,0.21713108996632016,36
3.0,2281,expansion_speed_proxy_midlat_mean,speed_mean,spearman,-0.03680823680823681,36
3.0,2281,expansion_speed_proxy_midlat_mean,bmag_mean,spearman,0.2253684282934361,36
3.0,2281,expansion_speed_proxy_global_mean,speed_mean,spearman,-0.13487773487773488,36
3.0,2281,expansion_speed_proxy_global_mean,bmag_mean,spearman,0.23437801708871905,36
3.0,2281,radial_expansion_proxy_equator_mean,speed_mean,spearman,0.18584298584298584,36
3.0,2281,radial_expansion_proxy_equator_mean,bmag_mean,spearman,-0.2485359423384495,36
3.0,2281,radial_expansion_proxy_midlat_mean,speed_mean,spearman,0.02908622908622909,36
3.0,2281,radial_expansion_proxy_midlat_mean,bmag_mean,spearman,-0.23991247877725003,36
3.0,2281,radial_expansion_proxy_global_mean,speed_mean,spearman,0.09703989703989704,36
3.0,2281,radial_expansion_proxy_global_mean,bmag_mean,spearman,-0.21069566939826093,36
3.0,2283,expansion_speed_proxy_equator_mean,speed_mean,spearman,-0.16344916344916346,36
3.0,2283,expansion_speed_proxy_equator_mean,bmag_mean,spearman,0.14002574002574003,36
3.0,2283,expansion_speed_proxy_midlat_mean,speed_mean,spearman,-0.2607464607464608,36
3.0,2283,expansion_speed_proxy_midlat_mean,bmag_mean,spearman,0.26666666666666666,36
3.0,2283,expansion_speed_proxy_global_mean,speed_mean,spearman,-0.2810810810810811,36
3.0,2283,expansion_speed_proxy_global_mean,bmag_mean,spearman,0.35933075933075936,36
3.0,2283,radial_expansion_proxy_equator_mean,speed_mean,spearman,0.1505791505791506,36
3.0,2283,radial_expansion_proxy_equator_mean,bmag_mean,spearman,-0.14131274131274132,36
3.0,2283,radial_expansion_proxy_midlat_mean,speed_mean,spearman,0.15855855855855858,36
3.0,2283,radial_expansion_proxy_midlat_mean,bmag_mean,spearman,-0.2563706563706564,36
3.0,2283,radial_expansion_proxy_global_mean,speed_mean,spearman,0.2617760617760618,36
3.0,2283,radial_expansion_proxy_global_mean,bmag_mean,spearman,-0.3590733590733591,36
3.0,2284,expansion_speed_proxy_equator_mean,speed_mean,spearman,0.04993564993564994,36
3.0,2284,expansion_speed_proxy_equator_mean,bmag_mean,spearman,0.41209781209781216,36
3.0,2284,expansion_speed_proxy_midlat_mean,speed_mean,spearman,0.2602316602316603,36
3.0,2284,expansion_speed_proxy_midlat_mean,bmag_mean,spearman,0.5335907335907336,36
3.0,2284,expansion_speed_proxy_global_mean,speed_mean,spearman,0.06357786357786357,36
3.0,2284,expansion_speed_proxy_global_mean,bmag_mean,spearman,0.3701415701415702,36
3.0,2284,radial_expansion_proxy_equator_mean,speed_mean,spearman,-0.02882882882882883,36
3.0,2284,radial_expansion_proxy_equator_mean,bmag_mean,spearman,-0.36653796653796655,36
3.0,2284,radial_expansion_proxy_midlat_mean,speed_mean,spearman,-0.26692406692406695,36
3.0,2284,radial_expansion_proxy_midlat_mean,bmag_mean,spearman,-0.49909909909909916,36
3.0,2284,radial_expansion_proxy_global_mean,speed_mean,spearman,-0.04092664092664093,36
3.0,2284,radial_expansion_proxy_global_mean,bmag_mean,spearman,-0.3523809523809524,36
3.0,2286,expansion_speed_proxy_equator_mean,speed_mean,spearman,-0.1893300731123041,36
3.0,2286,expansion_speed_proxy_equator_mean,bmag_mean,spearman,0.3652509652509653,36
3.0,2286,expansion_speed_proxy_midlat_mean,speed_mean,spearman,0.02007851217234496,36
3.0,2286,expansion_speed_proxy_midlat_mean,bmag_mean,spearman,0.29369369369369375,36
3.0,2286,expansion_speed_proxy_global_mean,speed_mean,spearman,-0.3525323387182875,36
3.0,2286,expansion_speed_proxy_global_mean,bmag_mean,spearman,0.2453024453024453,36
3.0,2286,radial_expansion_proxy_equator_mean,speed_mean,spearman,0.2181607572572097,36
3.0,2286,radial_expansion_proxy_equator_mean,bmag_mean,spearman,-0.3987129987129987,36
3.0,2286,radial_expansion_proxy_midlat_mean,speed_mean,spearman,-0.011969882256590264,36
3.0,2286,radial_expansion_proxy_midlat_mean,bmag_mean,spearman,-0.2756756756756757,36
3.0,2286,radial_expansion_proxy_global_mean,speed_mean,spearman,0.3647596377976002,36
3.0,2286,radial_expansion_proxy_global_mean,bmag_mean,spearman,-0.24864864864864866,36
3.0,2287,expansion_speed_proxy_equator_mean,speed_mean,spearman,-0.2436974789915966,34
3.0,2287,expansion_speed_proxy_equator_mean,bmag_mean,spearman,-0.062490450725744835,34
3.0,2287,expansion_speed_proxy_midlat_mean,speed_mean,spearman,-0.29564553093964857,34
3.0,2287,expansion_speed_proxy_midlat_mean,bmag_mean,spearman,-0.19327731092436973,34
3.0,2287,expansion_speed_proxy_global_mean,speed_mean,spearman,-0.21772345301757062,34
3.0,2287,expansion_speed_proxy_global_mean,bmag_mean,spearman,0.0294881588999236,34
3.0,2287,radial_expansion_proxy_equator_mean,speed_mean,spearman,0.23666921313980135,34
3.0,2287,radial_expansion_proxy_equator_mean,bmag_mean,spearman,0.02062643239113827,34
3.0,2287,radial_expansion_proxy_midlat_mean,speed_mean,spearman,0.2855614973262032,34
3.0,2287,radial_expansion_proxy_midlat_mean,bmag_mean,spearman,0.18624904507257448,34
3.0,2287,radial_expansion_proxy_global_mean,speed_mean,spearman,0.21191749427043544,34
3.0,2287,radial_expansion_proxy_global_mean,bmag_mean,spearman,-0.036516424751718866,34
3.0,2290,expansion_speed_proxy_equator_mean,speed_mean,spearman,0.09420849420849423,36
3.0,2290,expansion_speed_proxy_equator_mean,bmag_mean,spearman,0.09214929214929216,36
3.0,2290,expansion_speed_proxy_midlat_mean,speed_mean,spearman,-0.3891891891891892,36
3.0,2290,expansion_speed_proxy_midlat_mean,bmag_mean,spearman,0.146975546975547,36
3.0,2290,expansion_speed_proxy_global_mean,speed_mean,spearman,-0.1462033462033462,36
3.0,2290,expansion_speed_proxy_global_mean,bmag_mean,spearman,0.16911196911196916,36
3.0,2290,radial_expansion_proxy_equator_mean,speed_mean,spearman,-0.10115830115830116,36
3.0,2290,radial_expansion_proxy_equator_mean,bmag_mean,spearman,-0.09343629343629345,36
3.0,2290,radial_expansion_proxy_midlat_mean,speed_mean,spearman,0.37915057915057915,36
3.0,2290,radial_expansion_proxy_midlat_mean,bmag_mean,spearman,-0.16447876447876447,36
3.0,2290,radial_expansion_proxy_global_mean,speed_mean,spearman,0.1505791505791506,36
3.0,2290,radial_expansion_proxy_global_mean,bmag_mean,spearman,-0.16370656370656372,36
