rss,total_rows,median_occupied_10deg_bins,mean_coverage_fraction_10deg,mean_lag_days,mean_shift_deg
2.0,3821,36.0,0.9907407407407408,4.4864789286988875,59.091323987793196
2.5,3821,36.0,0.9907407407407408,4.475948877696546,58.95263289723507
3.0,3821,36.0,0.9907407407407408,4.465418826694206,58.813941806676944
