rss,cr,ballistic_phase10_deg,n,bx_gse_mean,bmag_mean,pfss_equator_signed_mean,pfss_global_signed_mean,omni_radial_polarity_proxy,pfss_equator_polarity_proxy,pfss_global_polarity_proxy
2.0,2283,330.0,16,-1.8499999977648258,5.924999982118607,-0.06938444249546297,-0.011448019914790393,1.0,-1.0,-1.0
2.0,2283,340.0,31,-2.167741943751612,4.6806451274502665,-0.10254429064425971,-0.029106383012082307,1.0,-1.0,-1.0
2.0,2283,350.0,33,-2.0272727276791227,4.033333337668217,-0.08381867744392475,-0.016007513891050745,1.0,-1.0,-1.0
2.0,2284,0.0,12,-0.31666665089627105,3.375,-0.22061489533496534,-0.14856458147542198,1.0,-1.0,-1.0
2.0,2284,10.0,3,-1.7666667302449544,3.0,-0.1668539033581304,-0.1209558045948767,1.0,-1.0,-1.0
2.0,2284,20.0,2,-0.3500000238418579,23.300000190734863,0.1263348516147617,0.047663533785967105,1.0,1.0,1.0
2.0,2284,30.0,16,-11.12500000745058,40.42500019073486,0.34326684880514235,0.17808459375515392,1.0,1.0,1.0
2.0,2284,40.0,7,-6.314285721097674,18.74285752432687,0.47686803154821017,0.2596453791308862,1.0,1.0,1.0
2.0,2284,50.0,17,-1.6764705531737383,8.464705803815056,0.4831709283417672,0.2636256051260963,1.0,1.0,1.0
2.0,2284,60.0,51,-1.3078431485622537,6.421568636800728,0.3840294415283151,0.2046481541607589,1.0,1.0,1.0
2.0,2284,70.0,33,-2.7636363531152406,3.9151514876972544,0.22647029732478902,0.11403116183192523,1.0,1.0,1.0
2.0,2284,80.0,27,-0.1148148170775838,7.681481414371067,0.10618920450368396,0.04811607173082361,1.0,1.0,1.0
2.0,2284,90.0,12,2.616666660954555,9.083333333333334,0.041176595277076525,0.013933132955103076,-1.0,1.0,1.0
2.0,2284,100.0,18,5.53333334128062,11.833333333333334,0.00059249910585915,-0.006703584205072089,-1.0,1.0,-1.0
2.0,2284,110.0,26,-2.6615384496175327,6.630769234437209,0.0170733403852259,0.0008040218888701346,1.0,1.0,1.0
2.0,2284,120.0,20,-1.5700000084936618,7.990000009536743,0.039583695670888396,0.009577767303647915,1.0,1.0,1.0
2.0,2284,130.0,22,-3.0681818215684458,5.672727303071455,0.0071282451406904776,-0.00857031808440501,1.0,1.0,-1.0
2.0,2284,140.0,11,-3.2272727489471436,5.954545497894287,-0.06519841050248518,-0.04826223011384901,1.0,-1.0,-1.0
2.0,2284,150.0,27,-1.3111111116078165,6.448148197597927,-0.13461069895257546,-0.09543632258498153,1.0,-1.0,-1.0
2.0,2284,160.0,15,-0.7466666713356972,6.399999936421712,-0.07933058139080412,-0.08853933382023725,1.0,-1.0,-1.0
2.0,2284,170.0,17,1.1705882181139553,7.288235299727496,0.02822831878670206,-0.05011565878249807,-1.0,1.0,-1.0
2.0,2284,180.0,20,-0.1900000050663948,7.8399999141693115,0.2421247886372077,0.037325201662518834,1.0,1.0,1.0
2.0,2284,190.0,15,-4.026666680971782,7.7,0.37627082825715885,0.09749249710766428,1.0,1.0,1.0
2.0,2284,200.0,18,-4.655555612511105,6.016666677263048,0.39486336901320646,0.10968800861837966,1.0,1.0,1.0
2.0,2284,210.0,19,-3.6421052672361074,6.152631508676629,0.268047496010942,0.056424201397364336,1.0,1.0,1.0
2.0,2284,220.0,22,-2.6909091147509487,5.586363651535728,-0.004960633066978109,-0.06554257733435831,1.0,-1.0,-1.0
2.0,2284,230.0,30,-1.576666670292616,5.203333338101705,-0.1749182247569462,-0.14286312484116884,1.0,-1.0,-1.0
2.0,2284,240.0,12,0.39166667064030963,9.400000055631002,-0.3153488930723607,-0.20665956173072428,-1.0,-1.0,-1.0
2.0,2284,250.0,18,0.68888885817594,7.838888896836175,-0.303951290640197,-0.1991556376039657,-1.0,-1.0,-1.0
2.0,2284,260.0,13,-1.5307692054372568,6.761538450534527,-0.21141372088687468,-0.14967451541155152,1.0,-1.0,-1.0
2.0,2284,270.0,21,0.5619047621176356,5.785714285714286,-0.09756762858726045,-0.08680907810922228,-1.0,-1.0,-1.0
2.0,2284,280.0,25,0.6120000076293945,3.831999969482422,0.01988621498066076,-0.019078873185614804,-1.0,1.0,-1.0
2.0,2284,290.0,2,0.04999995231628418,13.150000095367432,0.1490521461728232,0.0582673012540635,-1.0,1.0,1.0
2.0,2284,300.0,6,-3.9333333174387612,14.699999968210856,0.16249056098766,0.06626845436087807,1.0,1.0,1.0
2.0,2284,310.0,5,-4.239999905228615,13.65999984741211,0.16852103115666556,0.06886316027799716,1.0,1.0,1.0
2.0,2284,320.0,12,-2.6249999900658927,7.774999936421712,0.11515420322387566,0.03830785566470023,1.0,1.0,1.0
2.0,2284,330.0,19,-2.9789473884984066,4.8894737394232495,0.018625619204716382,-0.01448784410367572,1.0,1.0,-1.0
2.0,2284,340.0,28,-0.9142857188624995,3.582142812865121,-0.09755704984442908,-0.07760973415262565,1.0,-1.0,-1.0
2.0,2284,350.0,25,-1.7160000115633012,3.9960000038146974,-0.1929067693218151,-0.1307762380128968,1.0,-1.0,-1.0
2.0,2286,0.0,19,-1.4368421133411557,5.02631580202203,-0.2820255278267268,-0.14579010988610444,1.0,-1.0,-1.0
2.0,2286,10.0,19,-2.5157894617632817,7.978947413595099,-0.21734886486258734,-0.10106936003486751,1.0,-1.0,-1.0
2.0,2286,20.0,26,-4.099999966529699,6.053846120834351,-0.040687849289628764,0.008296746046862745,1.0,-1.0,1.0
2.0,2286,30.0,21,-4.323809510185605,6.309523786817278,0.12028682078593335,0.10078947105717533,1.0,1.0,1.0
2.0,2286,40.0,6,-3.216666658719381,6.450000047683716,0.2784610274448397,0.18693411727950635,1.0,1.0,1.0
2.0,2286,50.0,14,-3.2714285935674394,5.642857125827244,0.36245526500264885,0.2296884629209102,1.0,1.0,1.0
2.0,2286,60.0,9,-0.111111119389534,7.200000021192762,0.35173906360008006,0.22178148956533836,1.0,1.0,1.0
2.0,2286,70.0,25,0.04799999862909317,4.499999990463257,0.29778582251277796,0.1913172774443935,-1.0,1.0,1.0
2.0,2286,80.0,16,1.937499988824129,4.737500011920929,0.17471477066107255,0.12879479728447843,-1.0,1.0,1.0
