rss,cr,ballistic_phase10_deg,n,speed_mean,bmag_mean,density_mean,pdyn_mean,ma_mean,expansion_speed_proxy_equator_mean,expansion_speed_proxy_midlat_mean,expansion_speed_proxy_global_mean,radial_expansion_proxy_equator_mean,radial_expansion_proxy_midlat_mean,radial_expansion_proxy_global_mean
2.0,2286,0.0,19,359.6842105263158,5.02631580202203,10.13684210024382,2.1501508979817965,12.3826915704865,-1.064882488712501,-1.288194674637151,-1.2392007341658369,18.75298259141572,20.009902485349773,17.597555537014063
2.0,2286,10.0,19,347.3157894736842,7.978947413595099,17.794737037859466,3.6051809907879213,9.535893279316397,-0.6593008929025548,-1.3653824904275897,-1.3315991871994806,5.245169042464024,27.154436449578803,23.099172855411048
2.0,2286,20.0,26,338.03846153846155,6.053846120834351,5.661538463372451,1.1277242520047535,6.067168575890794,-1.023297838920468,-1.2186174355986241,-1.2855391488767498,13.63740715816268,19.57652083560209,20.155691376385803
2.0,2286,30.0,21,329.8095238095238,6.309523786817278,5.885714292526245,1.0666615196318228,5.848981592889849,-0.9160838111684411,-1.2827751024893064,-1.1273481681276212,10.808050511668679,19.923304283761993,13.543290061896052
2.0,2286,40.0,6,334.5,6.450000047683716,7.066666762034099,1.3218748656556618,6.433742060869876,-0.7222752326556613,-1.1673907664862773,-0.9930900706953465,5.362117028912613,17.615970869418454,10.376537132096031
2.0,2286,50.0,14,368.2142857142857,5.642857125827244,5.778571418353489,1.2964415284686017,7.273130852819868,-1.0179470633692622,-1.1809693449372076,-1.0684075884255042,12.339133891546728,15.955915179268931,11.785414956207076
2.0,2286,60.0,9,382.8888888888889,7.200000021192762,11.300000137752956,2.8025992270678564,9.94372509302871,-1.084914672876565,-1.183162151730765,-1.0405286744917455,15.490769823982626,16.656835251136727,11.18979320394719
2.0,2286,70.0,25,384.04,4.499999990463257,6.8839999771118165,1.7353305285278215,10.692407596429785,-1.5262758394721745,-1.1348685617847085,-1.2331255460439463,57.58640153480806,14.35287430335567,17.669776876549978
2.0,2286,80.0,16,382.0,4.737500011920929,7.099999964237213,1.7351723649400221,9.923757106432069,-1.0412915358344925,-1.2783955277050107,-1.370805439803191,22.6532672040411,22.639868432114113,27.378370117613734
2.0,2286,90.0,25,376.52,4.631999959945679,5.139999980926514,1.2285440713952276,8.49498909331678,-1.546749336225429,-1.7187725105988565,-1.6632036280678413,50.48523025637978,55.61097616571532,47.53875195399402
2.0,2286,100.0,11,347.45454545454544,5.00909085707231,5.872727220708674,1.1868951654032889,7.7451716850191215,-1.362819075638908,-1.7201551021757213,-1.2395262934655453,31.080095190037323,54.13456702619354,17.6253012486401
