cr,rows,period_days,lag_mean_days,lag_min_days,lag_max_days,shift_mean_deg,shift_min_deg,shift_max_deg,unmatched_rows
2281,643,27.0,4.713287279215737,3.3820684357158544,6.338246772119341,62.843830389543164,45.094245809544724,84.50995696159121,0
2283,629,27.0,4.49649044490033,3.485390282020819,5.647942668225156,59.95320593200439,46.47187042694426,75.30590224300207,0
2284,646,27.0,4.084917340532951,1.7011199090181135,5.450084804051663,54.46556454043936,22.68159878690818,72.6677973873555,0
2286,598,28.0,4.892652143383401,3.0023274183723196,6.633048947566752,62.905527557786584,38.601352521929826,85.2820578972868,0
2287,634,27.0,4.404761253672232,3.1809045138888883,5.647942668225156,58.730150048963104,42.412060185185176,75.30590224300207,0
2290,671,28.0,4.263584804474628,2.991829770056332,5.61090697859745,54.81751891467379,38.46638275786712,72.14023258196723,0
