rss,cr,ballistic_phase10_deg,n,bmag_mean,br_rtn_mean,bt_rtn_mean,bn_rtn_mean,btan_rtn_mean,rtn_spiral_angle_mean_deg,pfss_equator_signed_mean,pfss_global_signed_mean,omni_rtn_radial_polarity,pfss_equator_polarity,pfss_global_polarity
2.0,2283,10.0,26,4.18461537361145,-2.534615390575849,0.3230769273180228,0.17692307698038912,1.8220650502370435,45.621808231536846,0.1532985592104243,0.11651790566648851,-1.0,1.0,1.0
2.0,2283,20.0,10,7.350000047683716,-0.030000010132789613,5.18000009059906,-1.4100000441074372,6.106128938193386,80.69696408794115,0.28071288942945305,0.18279829444044804,-1.0,1.0,1.0
2.0,2283,30.0,12,9.858333428700766,0.574999988079071,3.299999992052714,-3.70833333209157,7.990480385189915,66.08822269286698,0.35606181777542384,0.2199127926953165,1.0,1.0,1.0
2.0,2283,40.0,26,8.1423076574619,-0.003846160207803433,-1.9923076887543385,-3.0692308132465067,6.755852042812807,-38.351019597495224,0.3663211728293224,0.22025941675183275,-1.0,1.0,1.0
2.0,2283,50.0,13,7.038461501781757,-2.5769231090178857,1.9615384523685162,1.907692368213947,4.765239420106631,100.43930001876112,0.2860602137944356,0.16874169414070445,-1.0,1.0,1.0
2.0,2283,60.0,25,6.163999977111817,0.7360000145435334,1.3480000257492066,3.5759999734163284,4.6555247607545684,78.07511548236512,0.1749775256998649,0.10066859373982599,1.0,1.0,1.0
2.0,2283,70.0,5,10.379999828338622,-2.9800000190734863,4.640000069141388,-5.6799999043345455,8.31827822490187,118.13244952787802,0.023892884235961243,0.00995403898054832,-1.0,1.0,1.0
2.0,2283,80.0,7,14.728571483067103,-2.82857141324452,-0.35714289120265413,-9.471428734915596,11.671976569353708,28.112544532420337,-0.08940071843358188,-0.05727140955638223,-1.0,-1.0,-1.0
2.0,2283,90.0,9,10.944444391462538,-1.9888888465033636,5.900000042385525,-0.5333332750532362,8.822590727900554,109.06216277612154,-0.15658381970279128,-0.09672939635437273,-1.0,-1.0,-1.0
2.0,2283,100.0,28,4.396428576537541,-1.2142856988523687,1.553571434425456,-1.4428571302975928,2.8817309102727613,95.1790227121105,-0.15455334422864042,-0.09430349171443689,-1.0,-1.0,-1.0
2.0,2283,110.0,12,5.691666603088379,-0.4166666691501935,3.6250000099341073,-2.69166667945683,4.905069555094266,95.84217493765904,-0.11790846364577544,-0.06833060693708244,-1.0,-1.0,-1.0
2.0,2283,120.0,36,6.263888888888889,-2.8333333200878568,4.336111115084754,1.3861110998938482,4.897185124260336,124.06504342249599,-0.08057772023687272,-0.040429838696413936,-1.0,-1.0,-1.0
2.0,2283,130.0,22,5.654545458880338,-1.9500000124627894,3.6681818203492598,0.8863636153665456,4.829554555590498,118.12839878821083,-0.03910232987316675,-0.011052315626274432,-1.0,-1.0,-1.0
2.0,2283,140.0,41,4.024390238087352,-2.36585364799674,-1.348780478827837,0.5560975547243909,2.7366489172077584,-77.67156440701812,0.019511612493584678,0.019412800071299655,-1.0,1.0,1.0
2.0,2283,150.0,7,5.900000027247837,-3.4857142993382046,3.714285680225917,-1.6000000153269087,4.090026932855208,133.59117582301494,0.07240003017542039,0.04114515032162409,-1.0,1.0,1.0
2.0,2283,160.0,19,10.531578867059006,-1.9315789467410038,-0.7894737155813921,-6.984210466083727,8.888714406936128,63.96420737917734,0.19613734606619304,0.08276747700008258,-1.0,1.0,1.0
2.0,2283,170.0,7,12.300000054495674,3.971428598676409,-8.671428612300328,-5.428571441343853,10.708362972459694,-64.50123992899846,0.2656187613303591,0.09726208457543604,1.0,1.0,1.0
2.0,2283,180.0,3,14.333333651224772,5.899999936421712,-3.233333277205626,10.566666603088379,11.686755652719883,-22.336681214488323,0.2840687187351797,0.07023629270453396,1.0,1.0,1.0
2.0,2283,190.0,16,8.712500035762787,3.374999988824129,-1.924999974668026,-0.4124999940395355,6.195964487313932,-21.84712355677625,0.21783324681650737,0.014846805929782332,1.0,1.0,1.0
2.0,2283,200.0,18,5.433333343929714,2.372222246395217,-2.0222222088939614,1.833333323399226,3.7503121683934504,-42.89183291776463,0.08999434894199036,-0.06502187219543082,1.0,1.0,-1.0
2.0,2283,210.0,13,5.276923032907339,2.5076923186962423,-1.784615397453308,0.9538461491465569,3.1216383156339473,-10.38402212532471,-0.15309021530039105,-0.1858737016587137,1.0,-1.0,-1.0
