cr,rss,nlon,nlat,finite_fraction,equator_abs_mean,equator_abs_std_by_lon,equator_abs_min,equator_abs_max,equator_abs_range,global_abs_mean,global_abs_std_by_lon,global_abs_min,global_abs_max,global_abs_range
2281,2.0,360,180,1.0,0.15862883793380936,0.12812188274834843,0.005066870886488879,0.5218259713970996,0.5167591005106108,0.1419673695975599,0.06936129773338914,0.03025407496847509,0.3282211238097126,0.2979670488412375
2283,2.0,360,180,1.0,0.15621132760502063,0.10444805250363967,0.017050708144726014,0.3761890031219814,0.35913829497725536,0.14206231373012668,0.06992492980617221,0.029236215273999312,0.263314090222123,0.23407787494812368
2284,2.0,360,180,1.0,0.18440805917085257,0.1269761683882949,0.0015692378271960979,0.5009331634442822,0.4993639256170861,0.15882305781160855,0.06204399832474929,0.03821297645814301,0.280728670569717,0.242515694111574
2286,2.0,360,180,1.0,0.22579793983738625,0.1281553981265582,0.009103733269434252,0.4939269682683293,0.48482323499889507,0.18647809645758953,0.0697502333500297,0.04207543452684971,0.31538279669271324,0.27330736216586354
2287,2.0,360,180,1.0,0.23329822516551135,0.14952053265291468,0.013023093363136399,0.6346684628529472,0.6216453694898108,0.20970474838521003,0.08136891587695766,0.09107264318796293,0.4092981097696357,0.3182254665816728
2290,2.0,360,180,1.0,0.28057367665053584,0.19543042424075507,0.01496713038389302,0.7154923228645154,0.7005251924806224,0.19961707593802383,0.09312855427822234,0.04416861982923455,0.3932081731875226,0.34903955335828807
