rss,mean_equator_abs_br,mean_equator_sector_boundaries,mean_equator_strong_patches,mean_global_abs_br,mean_global_sector_boundaries,mean_global_strong_patches
2.0,0.20648634439385263,6.666666666666667,3.3333333333333335,0.1731087769866864,5.333333333333333,3.0
2.5,0.08052403207424275,4.333333333333333,2.8333333333333335,0.06997551058020972,4.0,2.6666666666666665
3.0,0.04079282555201099,4.0,2.3333333333333335,0.03592496364652854,4.0,2.6666666666666665
