cr,rows,period_days,lag_mean_days,lag_min_days,lag_max_days,shift_mean_deg,shift_min_deg,shift_max_deg,unmatched_rows
2281,643,27.0,4.702198869407007,3.3741118316315326,6.3233355066872425,62.695984925426764,44.9881577550871,84.31114008916323,0
2283,629,27.0,4.485912068111383,3.4771906044919665,5.634655401998533,59.81216090815175,46.36254139322622,75.12873869331376,0
2284,646,27.0,4.075307224530399,1.697117879528385,5.437263015304317,54.33742966040533,22.6282383937118,72.49684020405755,0
2286,598,28.0,4.881141762453168,2.9952641873781674,6.617444134905253,62.75753694582645,38.51053955200501,85.08142459163898,0
2287,634,27.0,4.394398677619271,3.173421165066088,5.634655401998533,58.59198236825693,42.31228220088118,75.12873869331376,0
2290,671,28.0,4.25355435804401,2.984791235674048,5.597706841985428,54.6885560319944,38.37588731580918,71.97051653981264,0
