cr,x,y,method,r,n
2283,pfss_global_abs_mean,bmag_mean,pearson,0.17881851004340074,36
2283,pfss_global_abs_mean,bmag_mean,spearman,0.21235521235521235,36
2283,pfss_global_abs_mean,density_mean,pearson,0.17410804275977987,36
2283,pfss_global_abs_mean,density_mean,spearman,0.22960102960102963,36
2283,pfss_global_abs_mean,pdyn_mean,pearson,0.14880501120344103,36
2283,pfss_global_abs_mean,pdyn_mean,spearman,0.23912483912483914,36
2283,pfss_global_abs_mean,ma_mean,pearson,-0.07480747670522589,36
2283,pfss_global_abs_mean,ma_mean,spearman,-0.007464607464607464,36
2284,pfss_equator_abs_mean,speed_mean,pearson,0.6935185960987819,36
2284,pfss_equator_abs_mean,speed_mean,spearman,0.12046332046332048,36
2284,pfss_equator_abs_mean,bmag_mean,pearson,0.3652255809042091,36
2284,pfss_equator_abs_mean,bmag_mean,spearman,0.37142857142857144,36
2284,pfss_equator_abs_mean,density_mean,pearson,0.15006861651563597,36
2284,pfss_equator_abs_mean,density_mean,spearman,0.059202059202059204,36
2284,pfss_equator_abs_mean,pdyn_mean,pearson,0.40314780269900646,36
2284,pfss_equator_abs_mean,pdyn_mean,spearman,0.21338481338481338,36
2284,pfss_equator_abs_mean,ma_mean,pearson,-0.14527158392844355,36
2284,pfss_equator_abs_mean,ma_mean,spearman,-0.16756756756756758,36
2284,pfss_midlat_abs_mean,speed_mean,pearson,0.6909489434779404,36
2284,pfss_midlat_abs_mean,speed_mean,spearman,0.10193050193050193,36
2284,pfss_midlat_abs_mean,bmag_mean,pearson,0.33812289238374776,36
2284,pfss_midlat_abs_mean,bmag_mean,spearman,0.4023166023166024,36
2284,pfss_midlat_abs_mean,density_mean,pearson,0.1000659577611751,36
2284,pfss_midlat_abs_mean,density_mean,spearman,0.12458172458172458,36
2284,pfss_midlat_abs_mean,pdyn_mean,pearson,0.35968776826781473,36
2284,pfss_midlat_abs_mean,pdyn_mean,spearman,0.25945945945945953,36
2284,pfss_midlat_abs_mean,ma_mean,pearson,-0.1628867723300748,36
2284,pfss_midlat_abs_mean,ma_mean,spearman,-0.15315315315315317,36
2284,pfss_global_abs_mean,speed_mean,pearson,0.4131008654876842,36
2284,pfss_global_abs_mean,speed_mean,spearman,-0.046589446589446595,36
2284,pfss_global_abs_mean,bmag_mean,pearson,0.17396958472108812,36
2284,pfss_global_abs_mean,bmag_mean,spearman,0.30553410553410554,36
2284,pfss_global_abs_mean,density_mean,pearson,-0.09078775270470087,36
2284,pfss_global_abs_mean,density_mean,spearman,-0.07387387387387387,36
2284,pfss_global_abs_mean,pdyn_mean,pearson,0.1118663667686201,36
2284,pfss_global_abs_mean,pdyn_mean,spearman,0.04118404118404118,36
2284,pfss_global_abs_mean,ma_mean,pearson,-0.33047707647163027,36
2284,pfss_global_abs_mean,ma_mean,spearman,-0.25070785070785073,36
2286,pfss_equator_abs_mean,speed_mean,pearson,0.005483452817642001,36
2286,pfss_equator_abs_mean,speed_mean,spearman,-0.039899607521967556,36
2286,pfss_equator_abs_mean,bmag_mean,pearson,0.3760262886791,36
2286,pfss_equator_abs_mean,bmag_mean,spearman,0.3657657657657658,36
2286,pfss_equator_abs_mean,density_mean,pearson,0.3572200538128437,36
2286,pfss_equator_abs_mean,density_mean,spearman,0.29343629343629346,36
2286,pfss_equator_abs_mean,pdyn_mean,pearson,0.3425442995560654,36
2286,pfss_equator_abs_mean,pdyn_mean,spearman,0.37992277992277995,36
2286,pfss_equator_abs_mean,ma_mean,pearson,-0.2721879250736014,36
2286,pfss_equator_abs_mean,ma_mean,spearman,-0.2056628056628057,36
2286,pfss_midlat_abs_mean,speed_mean,pearson,-0.12039710293452596,36
2286,pfss_midlat_abs_mean,speed_mean,spearman,-0.16165776466964918,36
2286,pfss_midlat_abs_mean,bmag_mean,pearson,0.34056387433797236,36
2286,pfss_midlat_abs_mean,bmag_mean,spearman,0.3173745173745174,36
2286,pfss_midlat_abs_mean,density_mean,pearson,0.41402566812050745,36
2286,pfss_midlat_abs_mean,density_mean,spearman,0.3371943371943372,36
2286,pfss_midlat_abs_mean,pdyn_mean,pearson,0.33462218691357204,36
2286,pfss_midlat_abs_mean,pdyn_mean,spearman,0.37580437580437587,36
2286,pfss_midlat_abs_mean,ma_mean,pearson,-0.20051859782671916,36
2286,pfss_midlat_abs_mean,ma_mean,spearman,-0.15546975546975547,36
2286,pfss_global_abs_mean,speed_mean,pearson,-0.36319529051870564,36
2286,pfss_global_abs_mean,speed_mean,spearman,-0.43773730703939234,36
2286,pfss_global_abs_mean,bmag_mean,pearson,0.2401095310067037,36
2286,pfss_global_abs_mean,bmag_mean,spearman,0.15855855855855858,36
2286,pfss_global_abs_mean,density_mean,pearson,0.40843979252711604,36
2286,pfss_global_abs_mean,density_mean,spearman,0.4334620334620335,36
2286,pfss_global_abs_mean,pdyn_mean,pearson,0.2107280874866988,36
2286,pfss_global_abs_mean,pdyn_mean,spearman,0.33590733590733596,36
2286,pfss_global_abs_mean,ma_mean,pearson,-0.07564087878048575,36
2286,pfss_global_abs_mean,ma_mean,spearman,-0.031145431145431144,36
2287,pfss_equator_abs_mean,speed_mean,pearson,-0.22307730529899195,34
2287,pfss_equator_abs_mean,speed_mean,spearman,-0.22780748663101602,34
2287,pfss_equator_abs_mean,bmag_mean,pearson,0.04599643056462875,34
2287,pfss_equator_abs_mean,bmag_mean,spearman,-0.0719633307868602,34
2287,pfss_equator_abs_mean,density_mean,pearson,-0.07483060056677408,34
2287,pfss_equator_abs_mean,density_mean,spearman,-0.16149732620320856,34
2287,pfss_equator_abs_mean,pdyn_mean,pearson,-0.12573166136993172,34
2287,pfss_equator_abs_mean,pdyn_mean,spearman,-0.23361344537815126,34
2287,pfss_equator_abs_mean,ma_mean,pearson,-0.30976499911618255,34
2287,pfss_equator_abs_mean,ma_mean,spearman,-0.31642475171886936,34
2287,pfss_midlat_abs_mean,speed_mean,pearson,-0.20999447903618024,34
2287,pfss_midlat_abs_mean,speed_mean,spearman,-0.19633307868601985,34
2287,pfss_midlat_abs_mean,bmag_mean,pearson,0.05166785945548454,34
2287,pfss_midlat_abs_mean,bmag_mean,spearman,-0.0374331550802139,34
2287,pfss_midlat_abs_mean,density_mean,pearson,-0.07106426865698606,34
2287,pfss_midlat_abs_mean,density_mean,spearman,-0.16149732620320856,34
2287,pfss_midlat_abs_mean,pdyn_mean,pearson,-0.11594074274723706,34
2287,pfss_midlat_abs_mean,pdyn_mean,spearman,-0.23422459893048125,34
2287,pfss_midlat_abs_mean,ma_mean,pearson,-0.32699234647626135,34
2287,pfss_midlat_abs_mean,ma_mean,spearman,-0.3711229946524064,34
2287,pfss_global_abs_mean,speed_mean,pearson,-0.15672333252348258,34
2287,pfss_global_abs_mean,speed_mean,spearman,-0.12696715049656226,34
2287,pfss_global_abs_mean,bmag_mean,pearson,0.05292034220447829,34
2287,pfss_global_abs_mean,bmag_mean,spearman,-0.006569900687547746,34
2287,pfss_global_abs_mean,density_mean,pearson,-0.10603541613534195,34
2287,pfss_global_abs_mean,density_mean,spearman,-0.17616501145912908,34
2287,pfss_global_abs_mean,pdyn_mean,pearson,-0.11486123046105312,34
2287,pfss_global_abs_mean,pdyn_mean,spearman,-0.23055767761650112,34
2287,pfss_global_abs_mean,ma_mean,pearson,-0.3703749850176562,34
2287,pfss_global_abs_mean,ma_mean,spearman,-0.40259740259740256,34
2290,pfss_equator_abs_mean,speed_mean,pearson,-0.08246916820211608,36
2290,pfss_equator_abs_mean,speed_mean,spearman,-0.06306306306306307,36
2290,pfss_equator_abs_mean,bmag_mean,pearson,0.27693702674036746,36
2290,pfss_equator_abs_mean,bmag_mean,spearman,0.15804375804375803,36
2290,pfss_equator_abs_mean,density_mean,pearson,0.27480023944194454,36
2290,pfss_equator_abs_mean,density_mean,spearman,0.2622908622908623,36
2290,pfss_equator_abs_mean,pdyn_mean,pearson,0.35473450310036075,36
2290,pfss_equator_abs_mean,pdyn_mean,spearman,0.25765765765765763,36
2290,pfss_equator_abs_mean,ma_mean,pearson,0.1063688354947732,36
2290,pfss_equator_abs_mean,ma_mean,spearman,-0.011840411840411841,36
2290,pfss_midlat_abs_mean,speed_mean,pearson,-0.07308119855873466,36
2290,pfss_midlat_abs_mean,speed_mean,spearman,-0.068983268983269,36
2290,pfss_midlat_abs_mean,bmag_mean,pearson,0.3058613048453572,36
2290,pfss_midlat_abs_mean,bmag_mean,spearman,0.1827541827541828,36
2290,pfss_midlat_abs_mean,density_mean,pearson,0.27746886367097495,36
2290,pfss_midlat_abs_mean,density_mean,spearman,0.275933075933076,36
2290,pfss_midlat_abs_mean,pdyn_mean,pearson,0.35773715065501105,36
2290,pfss_midlat_abs_mean,pdyn_mean,spearman,0.2731016731016731,36
2290,pfss_midlat_abs_mean,ma_mean,pearson,0.07725830387227878,36
2290,pfss_midlat_abs_mean,ma_mean,spearman,-0.02625482625482626,36
2290,pfss_global_abs_mean,speed_mean,pearson,-0.03614680773801794,36
2290,pfss_global_abs_mean,speed_mean,spearman,-0.042728442728442735,36
2290,pfss_global_abs_mean,bmag_mean,pearson,0.3622627820294714,36
2290,pfss_global_abs_mean,bmag_mean,spearman,0.2658944658944659,36
2290,pfss_global_abs_mean,density_mean,pearson,0.24988079744732805,36
2290,pfss_global_abs_mean,density_mean,spearman,0.287001287001287,36
2290,pfss_global_abs_mean,pdyn_mean,pearson,0.33344766338829557,36
2290,pfss_global_abs_mean,pdyn_mean,spearman,0.28494208494208495,36
2290,pfss_global_abs_mean,ma_mean,pearson,-0.006010594928018643,36
2290,pfss_global_abs_mean,ma_mean,spearman,-0.11093951093951093,36
