x,y,method,phase_r,ballistic_r,best_fixed_r,best_fixed_shift_deg,best_fixed_abs_r,ballistic_abs_minus_phase_abs,ballistic_abs_minus_best_fixed_abs,ballistic_null_p,ballistic_abs_percentile
pfss_equator_abs_mean,speed_mean,pearson,,0.0880595834789278,0.0644535402104227,120.0,0.0644535402104227,,0.0236060432685051,0.33233383308345826,66.8
pfss_equator_abs_mean,speed_mean,spearman,,-0.0278341290883284,-0.2490547479621624,30.0,0.2490547479621624,,-0.22122061887383399,0.7691154422788605,23.1
pfss_equator_abs_mean,bmag_mean,pearson,,0.2565772464994227,0.1698405400982215,60.0,0.1698405400982215,,0.08673670640120121,0.006496751624187906,99.4
pfss_equator_abs_mean,bmag_mean,spearman,,0.2853122209538846,0.2262930174764434,55.0,0.2262930174764434,,0.05901920347744119,0.0024987506246876563,99.8
pfss_equator_abs_mean,density_mean,pearson,,0.2024693192344349,0.251499327868998,50.0,0.251499327868998,,-0.04903000863456308,0.059470264867566215,94.1
pfss_equator_abs_mean,density_mean,spearman,,0.2691822259038198,0.2809679055277838,55.0,0.2809679055277838,,-0.011785679623963985,0.021989005497251374,97.85
pfss_equator_abs_mean,pdyn_mean,pearson,,0.1712004358703993,0.199638435067453,30.0,0.199638435067453,,-0.0284379991970537,0.06846576711644178,93.2
pfss_equator_abs_mean,pdyn_mean,spearman,,0.2699676432863646,0.251638532686131,55.0,0.251638532686131,,0.018329110600233567,0.01899050474762619,98.15
pfss_equator_abs_mean,ma_mean,pearson,,-0.0878624860075996,0.1295472734263577,30.0,0.1295472734263577,,-0.041684787418758085,0.3213393303348326,67.9
pfss_equator_abs_mean,ma_mean,spearman,,-0.1376204193209682,0.0934084377792267,95.0,0.0934084377792267,,0.044211981541741496,0.1054472763618191,89.5
pfss_midlat_abs_mean,speed_mean,pearson,,0.044331216352318,-0.094054604428808,65.0,0.094054604428808,,-0.04972338807649,0.5942028985507246,40.6
pfss_midlat_abs_mean,speed_mean,spearman,,-0.0887694618651412,-0.2656479654908443,35.0,0.2656479654908443,,-0.1768785036257031,0.3568215892053973,64.35
pfss_midlat_abs_mean,bmag_mean,pearson,,0.2331989788996303,0.1716236767608349,70.0,0.1716236767608349,,0.06157530213879539,0.01249375312343828,98.8
pfss_midlat_abs_mean,bmag_mean,spearman,,0.2700350719944878,0.2174318683432364,55.0,0.2174318683432364,,0.05260320365125137,0.0079960019990005,99.25
pfss_midlat_abs_mean,density_mean,pearson,,0.1890445248345269,0.2507240743170105,50.0,0.2507240743170105,,-0.06167954948248358,0.07946026986506746,92.1
pfss_midlat_abs_mean,density_mean,spearman,,0.2641680051697412,0.2865705522953947,65.0,0.2865705522953947,,-0.022402547125653482,0.03548225887056472,96.5
pfss_midlat_abs_mean,pdyn_mean,pearson,,0.1419357059994652,0.1730357671883869,30.0,0.1730357671883869,,-0.031100061188921696,0.12193903048475763,87.85
pfss_midlat_abs_mean,pdyn_mean,spearman,,0.24386309161205,0.2215834721920355,85.0,0.2215834721920355,,0.022279619420014496,0.04997501249375312,95.05
pfss_midlat_abs_mean,ma_mean,pearson,,-0.093513986887302,0.112151856983963,30.0,0.112151856983963,,-0.018637870096661,0.2938530734632684,70.65
pfss_midlat_abs_mean,ma_mean,spearman,,-0.1390432575894401,-0.0881529906286095,60.0,0.0881529906286095,,0.05089026696083061,0.12843578210894552,87.2
pfss_global_abs_mean,speed_mean,pearson,,-0.0445749841056565,-0.1479397597527466,55.0,0.1479397597527466,,-0.1033647756470901,0.6381809095452274,36.2
pfss_global_abs_mean,speed_mean,spearman,,-0.1428728423621516,-0.2767246805116179,35.0,0.2767246805116179,,-0.13385183814946633,0.1634182908545727,83.7
pfss_global_abs_mean,bmag_mean,pearson,,0.1893141515549243,0.21225177221896,70.0,0.21225177221896,,-0.022937620664035707,0.044977511244377814,95.55
pfss_global_abs_mean,bmag_mean,spearman,,0.234279208830672,0.2046940306505197,80.0,0.2046940306505197,,0.0295851781801523,0.026486756621689155,97.4
pfss_global_abs_mean,density_mean,pearson,,0.1381224361009655,0.2297970107437021,60.0,0.2297970107437021,,-0.0916745746427366,0.22638680659670166,77.4
pfss_global_abs_mean,density_mean,spearman,,0.2029198193043919,0.2382078775145499,65.0,0.2382078775145499,,-0.035288058210157985,0.12493753123438281,87.55
pfss_global_abs_mean,pdyn_mean,pearson,,0.0595532417420291,0.1100893407784218,70.0,0.1100893407784218,,-0.050536099036392695,0.5167416291854073,48.35
pfss_global_abs_mean,pdyn_mean,spearman,,0.1571752619608107,0.1943876934965828,85.0,0.1943876934965828,,-0.03721243153577211,0.22638680659670166,77.4
pfss_global_abs_mean,ma_mean,pearson,,-0.12942481847036,-0.1515980296683659,75.0,0.1515980296683659,,-0.022173211198005915,0.14492753623188406,85.55
pfss_global_abs_mean,ma_mean,spearman,,-0.170033458739833,-0.1598686275930353,75.0,0.1598686275930353,,0.010164831146797698,0.06596701649175413,93.45
