analysis_scope,final_science_crs,excluded_debug_crs,disturbed_stress_test_cr,source_surface_height_rss,target_relation,correlation_method,final_sample_bins_n,final_sample_spearman_r,final_sample_shift_null_p_abs_two_sided,final_sample_null_abs_percentile,ambient_without_cr2284_bins_n,ambient_without_cr2284_spearman_r,ambient_without_cr2284_shift_null_p_abs_two_sided,ambient_without_cr2284_null_abs_percentile,leave_one_rotation_out_best_count,leave_one_rotation_out_total,leave_one_rotation_out_note,is_full_sample_best_abs_r,is_ambient_best_abs_r
abstract_support,2281 2283 2284 2286 2290,2287,2284,2.0,pfss_equator_abs_mean vs bmag_mean,spearman,180,0.2803493319492391,0.0054972513743128,99.5,144,0.3107490462474905,0.0044977511244377,99.6,1,5,best in this many dropout tests by abs_r,False,False
abstract_support,2281 2283 2284 2286 2290,2287,2284,2.5,pfss_equator_abs_mean vs bmag_mean,spearman,180,0.298557722233093,0.0019990004997501,99.85,144,0.3135080716062104,0.0069965017491254,99.35,4,5,best in this many dropout tests by abs_r,True,True
abstract_support,2281 2283 2284 2286 2290,2287,2284,3.0,pfss_equator_abs_mean vs bmag_mean,spearman,180,0.2528206903612022,0.0129935032483758,98.75,144,0.251493299868807,0.032983508245877,96.75,0,5,best in this many dropout tests by abs_r,False,False
