sample,rss,cr,x,y,method,r,n,abs_r,null_p_two_sided_abs,null_abs_percentile,null_abs_p95
ambient_without_cr2284,3.0,all,pfss_midlat_abs_mean,pdyn_mean,pearson,0.27417955229704505,144,0.27417955229704505,0.08445777111444278,91.60000000000001,0.2944355888056623
ambient_without_cr2284,3.0,all,pfss_midlat_abs_mean,pdyn_mean,spearman,0.2594043887147336,144,0.2594043887147336,0.10744627686156921,89.3,0.29649726710071533
ambient_without_cr2284,3.0,all,pfss_midlat_abs_mean,ma_mean,pearson,-0.03236594781071165,144,0.03236594781071165,0.8100949525237381,19.0,0.20901121664672506
ambient_without_cr2284,3.0,all,pfss_midlat_abs_mean,ma_mean,spearman,-0.08981593119524153,144,0.08981593119524153,0.41679160419790107,58.35,0.20696688369102162
ambient_without_cr2284,3.0,all,pfss_global_abs_mean,speed_mean,pearson,-0.05577134838100485,144,0.05577134838100485,0.7936031984007996,20.65,0.36283410378906855
ambient_without_cr2284,3.0,all,pfss_global_abs_mean,speed_mean,spearman,-0.10160578250519371,144,0.10160578250519371,0.55872063968016,44.15,0.3236419372282421
ambient_without_cr2284,3.0,all,pfss_global_abs_mean,bmag_mean,pearson,0.24831920273372315,144,0.24831920273372315,0.047476261869065464,95.3,0.24522676188535286
ambient_without_cr2284,3.0,all,pfss_global_abs_mean,bmag_mean,spearman,0.2036434004938337,144,0.2036434004938337,0.09495252373813093,90.55,0.228607556273281
ambient_without_cr2284,3.0,all,pfss_global_abs_mean,density_mean,pearson,0.21063026929532608,144,0.21063026929532608,0.15942028985507245,84.1,0.28175760790272153
ambient_without_cr2284,3.0,all,pfss_global_abs_mean,density_mean,spearman,0.2443252150148702,144,0.2443252150148702,0.12093953023488256,87.94999999999999,0.2950948476810546
ambient_without_cr2284,3.0,all,pfss_global_abs_mean,pdyn_mean,pearson,0.23611229280215895,144,0.23611229280215895,0.16241879060469766,83.8,0.2903803447057099
ambient_without_cr2284,3.0,all,pfss_global_abs_mean,pdyn_mean,spearman,0.1959127079816735,144,0.1959127079816735,0.23138430784607697,76.9,0.295336186801704
ambient_without_cr2284,3.0,all,pfss_global_abs_mean,ma_mean,pearson,-0.05241989059260441,144,0.05241989059260441,0.7166416791604198,28.349999999999998,0.2242397391456563
ambient_without_cr2284,3.0,all,pfss_global_abs_mean,ma_mean,spearman,-0.10449320794148381,144,0.10449320794148381,0.3733133433283358,62.7,0.22958684993167752
