sample,rss,cr,x,y,method,r,n,abs_r
ambient_without_cr2284,2.0,2281,pfss_global_abs_mean,speed_mean,spearman,-0.4146718146718147,36,0.4146718146718147
ambient_without_cr2284,2.0,2281,pfss_global_abs_mean,bmag_mean,pearson,0.12806558612438043,36,0.12806558612438043
ambient_without_cr2284,2.0,2281,pfss_global_abs_mean,bmag_mean,spearman,0.19846837031894826,36,0.19846837031894826
ambient_without_cr2284,2.0,2281,pfss_global_abs_mean,density_mean,pearson,0.024420295720840514,36,0.024420295720840514
ambient_without_cr2284,2.0,2281,pfss_global_abs_mean,density_mean,spearman,0.3675675675675676,36,0.3675675675675676
ambient_without_cr2284,2.0,2281,pfss_global_abs_mean,pdyn_mean,pearson,-0.06246252814500381,36,0.06246252814500381
ambient_without_cr2284,2.0,2281,pfss_global_abs_mean,pdyn_mean,spearman,0.08803088803088803,36,0.08803088803088803
ambient_without_cr2284,2.0,2281,pfss_global_abs_mean,ma_mean,pearson,-0.17406511480877804,36,0.17406511480877804
ambient_without_cr2284,2.0,2281,pfss_global_abs_mean,ma_mean,spearman,-0.13642213642213644,36,0.13642213642213644
ambient_without_cr2284,2.0,2283,pfss_equator_abs_mean,speed_mean,pearson,-0.07341610152287029,36,0.07341610152287029
ambient_without_cr2284,2.0,2283,pfss_equator_abs_mean,speed_mean,spearman,0.038610038610038616,36,0.038610038610038616
ambient_without_cr2284,2.0,2283,pfss_equator_abs_mean,bmag_mean,pearson,0.30358210482091036,36,0.30358210482091036
ambient_without_cr2284,2.0,2283,pfss_equator_abs_mean,bmag_mean,spearman,0.40051480051480054,36,0.40051480051480054
ambient_without_cr2284,2.0,2283,pfss_equator_abs_mean,density_mean,pearson,0.32155296049439286,36,0.32155296049439286
ambient_without_cr2284,2.0,2283,pfss_equator_abs_mean,density_mean,spearman,0.35263835263835264,36,0.35263835263835264
ambient_without_cr2284,2.0,2283,pfss_equator_abs_mean,pdyn_mean,pearson,0.31258954345107276,36,0.31258954345107276
ambient_without_cr2284,2.0,2283,pfss_equator_abs_mean,pdyn_mean,spearman,0.4,36,0.4
ambient_without_cr2284,2.0,2283,pfss_equator_abs_mean,ma_mean,pearson,-0.09169201154152272,36,0.09169201154152272
ambient_without_cr2284,2.0,2283,pfss_equator_abs_mean,ma_mean,spearman,-0.11274131274131274,36,0.11274131274131274
ambient_without_cr2284,2.0,2283,pfss_midlat_abs_mean,speed_mean,pearson,-0.033861632759492534,36,0.033861632759492534
ambient_without_cr2284,2.0,2283,pfss_midlat_abs_mean,speed_mean,spearman,0.014929214929214929,36,0.014929214929214929
ambient_without_cr2284,2.0,2283,pfss_midlat_abs_mean,bmag_mean,pearson,0.2277975823973994,36,0.2277975823973994
ambient_without_cr2284,2.0,2283,pfss_midlat_abs_mean,bmag_mean,spearman,0.2921492921492922,36,0.2921492921492922
ambient_without_cr2284,2.0,2283,pfss_midlat_abs_mean,density_mean,pearson,0.21301523569217032,36,0.21301523569217032
ambient_without_cr2284,2.0,2283,pfss_midlat_abs_mean,density_mean,spearman,0.2370656370656371,36,0.2370656370656371
ambient_without_cr2284,2.0,2283,pfss_midlat_abs_mean,pdyn_mean,pearson,0.21360587675310588,36,0.21360587675310588
ambient_without_cr2284,2.0,2283,pfss_midlat_abs_mean,pdyn_mean,spearman,0.2888030888030888,36,0.2888030888030888
ambient_without_cr2284,2.0,2283,pfss_midlat_abs_mean,ma_mean,pearson,-0.09407623205966888,36,0.09407623205966888
ambient_without_cr2284,2.0,2283,pfss_midlat_abs_mean,ma_mean,spearman,-0.05070785070785071,36,0.05070785070785071
ambient_without_cr2284,2.0,2283,pfss_global_abs_mean,speed_mean,pearson,-0.00740201390545112,36,0.00740201390545112
ambient_without_cr2284,2.0,2283,pfss_global_abs_mean,speed_mean,spearman,0.009781209781209782,36,0.009781209781209782
ambient_without_cr2284,2.0,2283,pfss_global_abs_mean,bmag_mean,pearson,0.16579334224854245,36,0.16579334224854245
ambient_without_cr2284,2.0,2283,pfss_global_abs_mean,bmag_mean,spearman,0.23063063063063063,36,0.23063063063063063
ambient_without_cr2284,2.0,2283,pfss_global_abs_mean,density_mean,pearson,0.03558830081797353,36,0.03558830081797353
ambient_without_cr2284,2.0,2283,pfss_global_abs_mean,density_mean,spearman,0.05353925353925355,36,0.05353925353925355
ambient_without_cr2284,2.0,2283,pfss_global_abs_mean,pdyn_mean,pearson,0.03227681874053933,36,0.03227681874053933
ambient_without_cr2284,2.0,2283,pfss_global_abs_mean,pdyn_mean,spearman,0.10321750321750323,36,0.10321750321750323
ambient_without_cr2284,2.0,2283,pfss_global_abs_mean,ma_mean,pearson,-0.16246218262486167,36,0.16246218262486167
ambient_without_cr2284,2.0,2283,pfss_global_abs_mean,ma_mean,spearman,-0.1541827541827542,36,0.1541827541827542
ambient_without_cr2284,2.0,2286,pfss_equator_abs_mean,speed_mean,pearson,0.17579842016951655,36,0.17579842016951655
ambient_without_cr2284,2.0,2286,pfss_equator_abs_mean,speed_mean,spearman,0.14453954595861146,36,0.14453954595861146
ambient_without_cr2284,2.0,2286,pfss_equator_abs_mean,bmag_mean,pearson,0.5745188169593913,36,0.5745188169593913
ambient_without_cr2284,2.0,2286,pfss_equator_abs_mean,bmag_mean,spearman,0.5788931788931789,36,0.5788931788931789
ambient_without_cr2284,2.0,2286,pfss_equator_abs_mean,density_mean,pearson,0.4183756694647769,36,0.4183756694647769
ambient_without_cr2284,2.0,2286,pfss_equator_abs_mean,density_mean,spearman,0.322007722007722,36,0.322007722007722
ambient_without_cr2284,2.0,2286,pfss_equator_abs_mean,pdyn_mean,pearson,0.5215106871722216,36,0.5215106871722216
ambient_without_cr2284,2.0,2286,pfss_equator_abs_mean,pdyn_mean,spearman,0.5232947232947233,36,0.5232947232947233
ambient_without_cr2284,2.0,2286,pfss_equator_abs_mean,ma_mean,pearson,-0.38713577489233314,36,0.38713577489233314
ambient_without_cr2284,2.0,2286,pfss_equator_abs_mean,ma_mean,spearman,-0.29961389961389956,36,0.29961389961389956
ambient_without_cr2284,2.0,2286,pfss_midlat_abs_mean,speed_mean,pearson,0.021929150890198392,36,0.021929150890198392
ambient_without_cr2284,2.0,2286,pfss_midlat_abs_mean,speed_mean,spearman,-0.0538001159489756,36,0.0538001159489756
ambient_without_cr2284,2.0,2286,pfss_midlat_abs_mean,bmag_mean,pearson,0.535658429004174,36,0.535658429004174
ambient_without_cr2284,2.0,2286,pfss_midlat_abs_mean,bmag_mean,spearman,0.5343629343629344,36,0.5343629343629344
ambient_without_cr2284,2.0,2286,pfss_midlat_abs_mean,density_mean,pearson,0.4521821099119107,36,0.4521821099119107
ambient_without_cr2284,2.0,2286,pfss_midlat_abs_mean,density_mean,spearman,0.35727155727155735,36,0.35727155727155735
ambient_without_cr2284,2.0,2286,pfss_midlat_abs_mean,pdyn_mean,pearson,0.4778644096385543,36,0.4778644096385543
ambient_without_cr2284,2.0,2286,pfss_midlat_abs_mean,pdyn_mean,spearman,0.5122265122265123,36,0.5122265122265123
ambient_without_cr2284,2.0,2286,pfss_midlat_abs_mean,ma_mean,pearson,-0.3359842297384383,36,0.3359842297384383
ambient_without_cr2284,2.0,2286,pfss_midlat_abs_mean,ma_mean,spearman,-0.26126126126126126,36,0.26126126126126126
ambient_without_cr2284,2.0,2286,pfss_global_abs_mean,speed_mean,pearson,-0.21565346597783108,36,0.21565346597783108
ambient_without_cr2284,2.0,2286,pfss_global_abs_mean,speed_mean,spearman,-0.38844198548805825,36,0.38844198548805825
ambient_without_cr2284,2.0,2286,pfss_global_abs_mean,bmag_mean,pearson,0.4314559481699216,36,0.4314559481699216
ambient_without_cr2284,2.0,2286,pfss_global_abs_mean,bmag_mean,spearman,0.40720720720720727,36,0.40720720720720727
ambient_without_cr2284,2.0,2286,pfss_global_abs_mean,density_mean,pearson,0.4330362963674373,36,0.4330362963674373
ambient_without_cr2284,2.0,2286,pfss_global_abs_mean,density_mean,spearman,0.41441441441441446,36,0.41441441441441446
ambient_without_cr2284,2.0,2286,pfss_global_abs_mean,pdyn_mean,pearson,0.3322007568898147,36,0.3322007568898147
ambient_without_cr2284,2.0,2286,pfss_global_abs_mean,pdyn_mean,spearman,0.41184041184041187,36,0.41184041184041187
ambient_without_cr2284,2.0,2286,pfss_global_abs_mean,ma_mean,pearson,-0.2311530177852396,36,0.2311530177852396
ambient_without_cr2284,2.0,2286,pfss_global_abs_mean,ma_mean,spearman,-0.2272844272844273,36,0.2272844272844273
ambient_without_cr2284,2.0,2290,pfss_equator_abs_mean,speed_mean,pearson,-0.23137862634881654,36,0.23137862634881654
ambient_without_cr2284,2.0,2290,pfss_equator_abs_mean,speed_mean,spearman,-0.20514800514800519,36,0.20514800514800519
ambient_without_cr2284,2.0,2290,pfss_equator_abs_mean,bmag_mean,pearson,0.1831062400903125,36,0.1831062400903125
ambient_without_cr2284,2.0,2290,pfss_equator_abs_mean,bmag_mean,spearman,0.0416988416988417,36,0.0416988416988417
ambient_without_cr2284,2.0,2290,pfss_equator_abs_mean,density_mean,pearson,0.36842161228924303,36,0.36842161228924303
ambient_without_cr2284,2.0,2290,pfss_equator_abs_mean,density_mean,spearman,0.3601029601029601,36,0.3601029601029601
ambient_without_cr2284,2.0,2290,pfss_equator_abs_mean,pdyn_mean,pearson,0.35811015246426886,36,0.35811015246426886
ambient_without_cr2284,2.0,2290,pfss_equator_abs_mean,pdyn_mean,spearman,0.30090090090090094,36,0.30090090090090094
ambient_without_cr2284,2.0,2290,pfss_equator_abs_mean,ma_mean,pearson,0.22630767603632804,36,0.22630767603632804
ambient_without_cr2284,2.0,2290,pfss_equator_abs_mean,ma_mean,spearman,0.15546975546975547,36,0.15546975546975547
ambient_without_cr2284,2.0,2290,pfss_midlat_abs_mean,speed_mean,pearson,-0.2620664249579315,36,0.2620664249579315
ambient_without_cr2284,2.0,2290,pfss_midlat_abs_mean,speed_mean,spearman,-0.18481338481338483,36,0.18481338481338483
ambient_without_cr2284,2.0,2290,pfss_midlat_abs_mean,bmag_mean,pearson,0.23879539016884557,36,0.23879539016884557
ambient_without_cr2284,2.0,2290,pfss_midlat_abs_mean,bmag_mean,spearman,0.09446589446589447,36,0.09446589446589447
ambient_without_cr2284,2.0,2290,pfss_midlat_abs_mean,density_mean,pearson,0.42269228259035807,36,0.42269228259035807
ambient_without_cr2284,2.0,2290,pfss_midlat_abs_mean,density_mean,spearman,0.3912483912483913,36,0.3912483912483913
ambient_without_cr2284,2.0,2290,pfss_midlat_abs_mean,pdyn_mean,pearson,0.3931004352679675,36,0.3931004352679675
ambient_without_cr2284,2.0,2290,pfss_midlat_abs_mean,pdyn_mean,spearman,0.3420849420849421,36,0.3420849420849421
ambient_without_cr2284,2.0,2290,pfss_midlat_abs_mean,ma_mean,pearson,0.2048919940215524,36,0.2048919940215524
ambient_without_cr2284,2.0,2290,pfss_midlat_abs_mean,ma_mean,spearman,0.10836550836550837,36,0.10836550836550837
ambient_without_cr2284,2.0,2290,pfss_global_abs_mean,speed_mean,pearson,-0.27373214386741046,36,0.27373214386741046
ambient_without_cr2284,2.0,2290,pfss_global_abs_mean,speed_mean,spearman,-0.23063063063063063,36,0.23063063063063063
ambient_without_cr2284,2.0,2290,pfss_global_abs_mean,bmag_mean,pearson,0.31998666644168344,36,0.31998666644168344
ambient_without_cr2284,2.0,2290,pfss_global_abs_mean,bmag_mean,spearman,0.17554697554697557,36,0.17554697554697557
ambient_without_cr2284,2.0,2290,pfss_global_abs_mean,density_mean,pearson,0.4331906333697331,36,0.4331906333697331
ambient_without_cr2284,2.0,2290,pfss_global_abs_mean,density_mean,spearman,0.4244530244530245,36,0.4244530244530245
ambient_without_cr2284,2.0,2290,pfss_global_abs_mean,pdyn_mean,pearson,0.398641357584979,36,0.398641357584979
ambient_without_cr2284,2.0,2290,pfss_global_abs_mean,pdyn_mean,spearman,0.35341055341055344,36,0.35341055341055344
ambient_without_cr2284,2.0,2290,pfss_global_abs_mean,ma_mean,pearson,0.14401160761560697,36,0.14401160761560697
ambient_without_cr2284,2.0,2290,pfss_global_abs_mean,ma_mean,spearman,0.0380952380952381,36,0.0380952380952381
final_with_cr2284,2.5,all,pfss_equator_abs_mean,speed_mean,pearson,0.10724001046969721,180,0.10724001046969721
final_with_cr2284,2.5,all,pfss_equator_abs_mean,speed_mean,spearman,-0.01158267393302251,180,0.01158267393302251
final_with_cr2284,2.5,all,pfss_equator_abs_mean,bmag_mean,pearson,0.25612154301870915,180,0.25612154301870915
final_with_cr2284,2.5,all,pfss_equator_abs_mean,bmag_mean,spearman,0.29855772223309307,180,0.29855772223309307
final_with_cr2284,2.5,all,pfss_equator_abs_mean,density_mean,pearson,0.2231027597646069,180,0.2231027597646069
final_with_cr2284,2.5,all,pfss_equator_abs_mean,density_mean,spearman,0.2685226910295585,180,0.2685226910295585
final_with_cr2284,2.5,all,pfss_equator_abs_mean,pdyn_mean,pearson,0.1918745894047536,180,0.1918745894047536
final_with_cr2284,2.5,all,pfss_equator_abs_mean,pdyn_mean,spearman,0.2799222198215994,180,0.2799222198215994
final_with_cr2284,2.5,all,pfss_equator_abs_mean,ma_mean,pearson,-0.07945455523257991,180,0.07945455523257991
final_with_cr2284,2.5,all,pfss_equator_abs_mean,ma_mean,spearman,-0.131481424323796,180,0.131481424323796
final_with_cr2284,2.5,all,pfss_midlat_abs_mean,speed_mean,pearson,0.0746168977245239,180,0.0746168977245239
final_with_cr2284,2.5,all,pfss_midlat_abs_mean,speed_mean,spearman,-0.06580662551998454,180,0.06580662551998454
final_with_cr2284,2.5,all,pfss_midlat_abs_mean,bmag_mean,pearson,0.24254354546962983,180,0.24254354546962983
final_with_cr2284,2.5,all,pfss_midlat_abs_mean,bmag_mean,spearman,0.2769191831637059,180,0.2769191831637059
final_with_cr2284,2.5,all,pfss_midlat_abs_mean,density_mean,pearson,0.22095765847200155,180,0.22095765847200155
final_with_cr2284,2.5,all,pfss_midlat_abs_mean,density_mean,spearman,0.2677407738921983,180,0.2677407738921983
final_with_cr2284,2.5,all,pfss_midlat_abs_mean,pdyn_mean,pearson,0.16985356402632715,180,0.16985356402632715
final_with_cr2284,2.5,all,pfss_midlat_abs_mean,pdyn_mean,spearman,0.25806352047902714,180,0.25806352047902714
final_with_cr2284,2.5,all,pfss_midlat_abs_mean,ma_mean,pearson,-0.07767223901374819,180,0.07767223901374819
final_with_cr2284,2.5,all,pfss_midlat_abs_mean,ma_mean,spearman,-0.12207578423202362,180,0.12207578423202362
final_with_cr2284,2.5,all,pfss_global_abs_mean,speed_mean,pearson,-0.026302785272328304,180,0.026302785272328304
final_with_cr2284,2.5,all,pfss_global_abs_mean,speed_mean,spearman,-0.14538735288890364,180,0.14538735288890364
final_with_cr2284,2.5,all,pfss_global_abs_mean,bmag_mean,pearson,0.2061238729741023,180,0.2061238729741023
final_with_cr2284,2.5,all,pfss_global_abs_mean,bmag_mean,spearman,0.23645700816746867,180,0.23645700816746867
final_with_cr2284,2.5,all,pfss_global_abs_mean,density_mean,pearson,0.18192699867752773,180,0.18192699867752773
final_with_cr2284,2.5,all,pfss_global_abs_mean,density_mean,spearman,0.21868370422955438,180,0.21868370422955438
final_with_cr2284,2.5,all,pfss_global_abs_mean,pdyn_mean,pearson,0.0818791797045357,180,0.0818791797045357
final_with_cr2284,2.5,all,pfss_global_abs_mean,pdyn_mean,spearman,0.1747234996964927,180,0.1747234996964927
final_with_cr2284,2.5,all,pfss_global_abs_mean,ma_mean,pearson,-0.1143968036572418,180,0.1143968036572418
final_with_cr2284,2.5,all,pfss_global_abs_mean,ma_mean,spearman,-0.14609092873236829,180,0.14609092873236829
final_with_cr2284,2.5,2281,pfss_equator_abs_mean,speed_mean,pearson,-0.41198405867824395,36,0.41198405867824395
final_with_cr2284,2.5,2281,pfss_equator_abs_mean,speed_mean,spearman,-0.36911196911196914,36,0.36911196911196914
final_with_cr2284,2.5,2281,pfss_equator_abs_mean,bmag_mean,pearson,0.07570252839089568,36,0.07570252839089568
final_with_cr2284,2.5,2281,pfss_equator_abs_mean,bmag_mean,spearman,0.26398095170179176,36,0.26398095170179176
final_with_cr2284,2.5,2281,pfss_equator_abs_mean,density_mean,pearson,-0.07231927412434393,36,0.07231927412434393
final_with_cr2284,2.5,2281,pfss_equator_abs_mean,density_mean,spearman,0.3428571428571429,36,0.3428571428571429
final_with_cr2284,2.5,2281,pfss_equator_abs_mean,pdyn_mean,pearson,-0.16223963559983642,36,0.16223963559983642
final_with_cr2284,2.5,2281,pfss_equator_abs_mean,pdyn_mean,spearman,0.15135135135135136,36,0.15135135135135136
final_with_cr2284,2.5,2281,pfss_equator_abs_mean,ma_mean,pearson,-0.22940911826901053,36,0.22940911826901053
final_with_cr2284,2.5,2281,pfss_equator_abs_mean,ma_mean,spearman,-0.1891891891891892,36,0.1891891891891892
final_with_cr2284,2.5,2281,pfss_midlat_abs_mean,speed_mean,pearson,-0.41211169736623415,36,0.41211169736623415
final_with_cr2284,2.5,2281,pfss_midlat_abs_mean,speed_mean,spearman,-0.3935649935649936,36,0.3935649935649936
final_with_cr2284,2.5,2281,pfss_midlat_abs_mean,bmag_mean,pearson,0.07180525855512998,36,0.07180525855512998
final_with_cr2284,2.5,2281,pfss_midlat_abs_mean,bmag_mean,spearman,0.24969431804070016,36,0.24969431804070016
final_with_cr2284,2.5,2281,pfss_midlat_abs_mean,density_mean,pearson,-0.044712039031155115,36,0.044712039031155115
final_with_cr2284,2.5,2281,pfss_midlat_abs_mean,density_mean,spearman,0.3482625482625483,36,0.3482625482625483
final_with_cr2284,2.5,2281,pfss_midlat_abs_mean,pdyn_mean,pearson,-0.13720915735886652,36,0.13720915735886652
final_with_cr2284,2.5,2281,pfss_midlat_abs_mean,pdyn_mean,spearman,0.12998712998713002,36,0.12998712998713002
final_with_cr2284,2.5,2281,pfss_midlat_abs_mean,ma_mean,pearson,-0.1987053794138007,36,0.1987053794138007
final_with_cr2284,2.5,2281,pfss_midlat_abs_mean,ma_mean,spearman,-0.1758043758043758,36,0.1758043758043758
final_with_cr2284,2.5,2281,pfss_global_abs_mean,speed_mean,pearson,-0.39208666766106615,36,0.39208666766106615
final_with_cr2284,2.5,2281,pfss_global_abs_mean,speed_mean,spearman,-0.37194337194337196,36,0.37194337194337196
final_with_cr2284,2.5,2281,pfss_global_abs_mean,bmag_mean,pearson,0.08007936794393845,36,0.08007936794393845
final_with_cr2284,2.5,2281,pfss_global_abs_mean,bmag_mean,spearman,0.19499324321219627,36,0.19499324321219627
final_with_cr2284,2.5,2281,pfss_global_abs_mean,density_mean,pearson,0.025940120797662586,36,0.025940120797662586
final_with_cr2284,2.5,2281,pfss_global_abs_mean,density_mean,spearman,0.2815958815958816,36,0.2815958815958816
final_with_cr2284,2.5,2281,pfss_global_abs_mean,pdyn_mean,pearson,-0.06586481803362158,36,0.06586481803362158
final_with_cr2284,2.5,2281,pfss_global_abs_mean,pdyn_mean,spearman,0.07155727155727155,36,0.07155727155727155
final_with_cr2284,2.5,2281,pfss_global_abs_mean,ma_mean,pearson,-0.11397513537240729,36,0.11397513537240729
final_with_cr2284,2.5,2281,pfss_global_abs_mean,ma_mean,spearman,-0.12767052767052767,36,0.12767052767052767
final_with_cr2284,2.5,2283,pfss_equator_abs_mean,speed_mean,pearson,-0.1426096430475187,36,0.1426096430475187
final_with_cr2284,2.5,2283,pfss_equator_abs_mean,speed_mean,spearman,-0.08725868725868725,36,0.08725868725868725
final_with_cr2284,2.5,2283,pfss_equator_abs_mean,bmag_mean,pearson,0.2754631722201342,36,0.2754631722201342
final_with_cr2284,2.5,2283,pfss_equator_abs_mean,bmag_mean,spearman,0.31891891891891894,36,0.31891891891891894
final_with_cr2284,2.5,2283,pfss_equator_abs_mean,density_mean,pearson,0.40548484517873706,36,0.40548484517873706
final_with_cr2284,2.5,2283,pfss_equator_abs_mean,density_mean,spearman,0.37194337194337196,36,0.37194337194337196
final_with_cr2284,2.5,2283,pfss_equator_abs_mean,pdyn_mean,pearson,0.40270635944478034,36,0.40270635944478034
final_with_cr2284,2.5,2283,pfss_equator_abs_mean,pdyn_mean,spearman,0.39407979407979404,36,0.39407979407979404
final_with_cr2284,2.5,2283,pfss_equator_abs_mean,ma_mean,pearson,0.002630332745562581,36,0.002630332745562581
final_with_cr2284,2.5,2283,pfss_equator_abs_mean,ma_mean,spearman,-0.020334620334620336,36,0.020334620334620336
final_with_cr2284,2.5,2283,pfss_midlat_abs_mean,speed_mean,pearson,-0.14014490612505498,36,0.14014490612505498
final_with_cr2284,2.5,2283,pfss_midlat_abs_mean,speed_mean,spearman,-0.07052767052767053,36,0.07052767052767053
final_with_cr2284,2.5,2283,pfss_midlat_abs_mean,bmag_mean,pearson,0.23807598752042425,36,0.23807598752042425
final_with_cr2284,2.5,2283,pfss_midlat_abs_mean,bmag_mean,spearman,0.2751608751608752,36,0.2751608751608752
final_with_cr2284,2.5,2283,pfss_midlat_abs_mean,density_mean,pearson,0.3120186398471651,36,0.3120186398471651
final_with_cr2284,2.5,2283,pfss_midlat_abs_mean,density_mean,spearman,0.2671814671814672,36,0.2671814671814672
final_with_cr2284,2.5,2283,pfss_midlat_abs_mean,pdyn_mean,pearson,0.30668160607581313,36,0.30668160607581313
final_with_cr2284,2.5,2283,pfss_midlat_abs_mean,pdyn_mean,spearman,0.2990990990990991,36,0.2990990990990991
final_with_cr2284,2.5,2283,pfss_midlat_abs_mean,ma_mean,pearson,-0.029333162731545757,36,0.029333162731545757
final_with_cr2284,2.5,2283,pfss_midlat_abs_mean,ma_mean,spearman,-0.038610038610038616,36,0.038610038610038616
final_with_cr2284,2.5,2283,pfss_global_abs_mean,speed_mean,pearson,-0.1124624781082859,36,0.1124624781082859
final_with_cr2284,2.5,2283,pfss_global_abs_mean,speed_mean,spearman,-0.07953667953667955,36,0.07953667953667955
final_with_cr2284,2.5,2283,pfss_global_abs_mean,bmag_mean,pearson,0.20717995199996922,36,0.20717995199996922
final_with_cr2284,2.5,2283,pfss_global_abs_mean,bmag_mean,spearman,0.24761904761904763,36,0.24761904761904763
final_with_cr2284,2.5,2283,pfss_global_abs_mean,density_mean,pearson,0.12476663913993168,36,0.12476663913993168
final_with_cr2284,2.5,2283,pfss_global_abs_mean,density_mean,spearman,0.15752895752895751,36,0.15752895752895751
final_with_cr2284,2.5,2283,pfss_global_abs_mean,pdyn_mean,pearson,0.11156960637178366,36,0.11156960637178366
final_with_cr2284,2.5,2283,pfss_global_abs_mean,pdyn_mean,spearman,0.19716859716859722,36,0.19716859716859722
final_with_cr2284,2.5,2283,pfss_global_abs_mean,ma_mean,pearson,-0.14068758120002492,36,0.14068758120002492
final_with_cr2284,2.5,2283,pfss_global_abs_mean,ma_mean,spearman,-0.11248391248391248,36,0.11248391248391248
final_with_cr2284,2.5,2284,pfss_equator_abs_mean,speed_mean,pearson,0.6642060120468621,36,0.6642060120468621
final_with_cr2284,2.5,2284,pfss_equator_abs_mean,speed_mean,spearman,0.1268983268983269,36,0.1268983268983269
final_with_cr2284,2.5,2284,pfss_equator_abs_mean,bmag_mean,pearson,0.32642350454718966,36,0.32642350454718966
final_with_cr2284,2.5,2284,pfss_equator_abs_mean,bmag_mean,spearman,0.3003861003861004,36,0.3003861003861004
final_with_cr2284,2.5,2284,pfss_equator_abs_mean,density_mean,pearson,0.07317024496425918,36,0.07317024496425918
final_with_cr2284,2.5,2284,pfss_equator_abs_mean,density_mean,spearman,0.040154440154440155,36,0.040154440154440155
final_with_cr2284,2.5,2284,pfss_equator_abs_mean,pdyn_mean,pearson,0.34914320255109255,36,0.34914320255109255
final_with_cr2284,2.5,2284,pfss_equator_abs_mean,pdyn_mean,spearman,0.20154440154440154,36,0.20154440154440154
final_with_cr2284,2.5,2284,pfss_equator_abs_mean,ma_mean,pearson,-0.10560831911199564,36,0.10560831911199564
final_with_cr2284,2.5,2284,pfss_equator_abs_mean,ma_mean,spearman,-0.11351351351351353,36,0.11351351351351353
final_with_cr2284,2.5,2284,pfss_midlat_abs_mean,speed_mean,pearson,0.6573501648094884,36,0.6573501648094884
final_with_cr2284,2.5,2284,pfss_midlat_abs_mean,speed_mean,spearman,0.04555984555984556,36,0.04555984555984556
final_with_cr2284,2.5,2284,pfss_midlat_abs_mean,bmag_mean,pearson,0.29666475010944793,36,0.29666475010944793
final_with_cr2284,2.5,2284,pfss_midlat_abs_mean,bmag_mean,spearman,0.30347490347490347,36,0.30347490347490347
final_with_cr2284,2.5,2284,pfss_midlat_abs_mean,density_mean,pearson,0.020508554656885537,36,0.020508554656885537
final_with_cr2284,2.5,2284,pfss_midlat_abs_mean,density_mean,spearman,-0.029343629343629347,36,0.029343629343629347
final_with_cr2284,2.5,2284,pfss_midlat_abs_mean,pdyn_mean,pearson,0.3029383050687979,36,0.3029383050687979
final_with_cr2284,2.5,2284,pfss_midlat_abs_mean,pdyn_mean,spearman,0.11608751608751611,36,0.11608751608751611
final_with_cr2284,2.5,2284,pfss_midlat_abs_mean,ma_mean,pearson,-0.1419138108921023,36,0.1419138108921023
final_with_cr2284,2.5,2284,pfss_midlat_abs_mean,ma_mean,spearman,-0.17245817245817247,36,0.17245817245817247
final_with_cr2284,2.5,2284,pfss_global_abs_mean,speed_mean,pearson,0.3311979721004883,36,0.3311979721004883
final_with_cr2284,2.5,2284,pfss_global_abs_mean,speed_mean,spearman,-0.08082368082368084,36,0.08082368082368084
final_with_cr2284,2.5,2284,pfss_global_abs_mean,bmag_mean,pearson,0.11686210204045103,36,0.11686210204045103
final_with_cr2284,2.5,2284,pfss_global_abs_mean,bmag_mean,spearman,0.2380952380952381,36,0.2380952380952381
final_with_cr2284,2.5,2284,pfss_global_abs_mean,density_mean,pearson,-0.17059965967992202,36,0.17059965967992202
final_with_cr2284,2.5,2284,pfss_global_abs_mean,density_mean,spearman,-0.19356499356499354,36,0.19356499356499354
final_with_cr2284,2.5,2284,pfss_global_abs_mean,pdyn_mean,pearson,0.033583313895904174,36,0.033583313895904174
final_with_cr2284,2.5,2284,pfss_global_abs_mean,pdyn_mean,spearman,-0.0501930501930502,36,0.0501930501930502
final_with_cr2284,2.5,2284,pfss_global_abs_mean,ma_mean,pearson,-0.3164247615070093,36,0.3164247615070093
final_with_cr2284,2.5,2284,pfss_global_abs_mean,ma_mean,spearman,-0.23963963963963963,36,0.23963963963963963
final_with_cr2284,2.5,2286,pfss_equator_abs_mean,speed_mean,pearson,0.12722939775670805,36,0.12722939775670805
final_with_cr2284,2.5,2286,pfss_equator_abs_mean,speed_mean,spearman,0.0807001739234634,36,0.0807001739234634
final_with_cr2284,2.5,2286,pfss_equator_abs_mean,bmag_mean,pearson,0.5040134802498106,36,0.5040134802498106
final_with_cr2284,2.5,2286,pfss_equator_abs_mean,bmag_mean,spearman,0.5510939510939512,36,0.5510939510939512
final_with_cr2284,2.5,2286,pfss_equator_abs_mean,density_mean,pearson,0.3573134608572096,36,0.3573134608572096
final_with_cr2284,2.5,2286,pfss_equator_abs_mean,density_mean,spearman,0.2628056628056628,36,0.2628056628056628
final_with_cr2284,2.5,2286,pfss_equator_abs_mean,pdyn_mean,pearson,0.42199037148254237,36,0.42199037148254237
final_with_cr2284,2.5,2286,pfss_equator_abs_mean,pdyn_mean,spearman,0.4481338481338482,36,0.4481338481338482
final_with_cr2284,2.5,2286,pfss_equator_abs_mean,ma_mean,pearson,-0.36966290715001876,36,0.36966290715001876
final_with_cr2284,2.5,2286,pfss_equator_abs_mean,ma_mean,spearman,-0.3284427284427285,36,0.3284427284427285
final_with_cr2284,2.5,2286,pfss_midlat_abs_mean,speed_mean,pearson,-0.009620261399491563,36,0.009620261399491563
final_with_cr2284,2.5,2286,pfss_midlat_abs_mean,speed_mean,spearman,-0.10348156273439327,36,0.10348156273439327
